measure,query_id,score
time_based_gain,401,0.3606093737343986
time_based_gain,402,0.8266605874478667
time_based_gain,403,3.372388181948072
time_based_gain,404,0
time_based_gain,405,0.23545969282465054
time_based_gain,406,1.285467180957349
time_based_gain,407,0.45777341601226235
time_based_gain,408,1.0770314796534455
time_based_gain,409,0
time_based_gain,410,1.7305950479373027
time_based_gain,411,0.0
time_based_gain,412,1.3556893527961154
time_based_gain,413,0
time_based_gain,414,0
time_based_gain,415,0.2022010724148159
time_based_gain,417,0.9485716993642087
time_based_gain,418,0
time_based_gain,419,0.436234011574393
time_based_gain,420,3.6447677379735515
time_based_gain,421,0.03379924814458995
time_based_gain,422,0.34205305449330375
time_based_gain,424,0.7135340937011471
time_based_gain,425,3.860496949047326
time_based_gain,426,2.377351758641604
time_based_gain,427,0.4691226353709179
time_based_gain,428,0.3621850253585229
time_based_gain,429,0.4764708553148599
time_based_gain,430,0.7913641734431378
time_based_gain,431,1.8505254228751773
time_based_gain,432,0.0
time_based_gain,433,0
time_based_gain,434,0.21792718652483084
time_based_gain,435,0
time_based_gain,436,2.140120305664463
time_based_gain,438,0.2507363161732259
time_based_gain,439,0
time_based_gain,440,0.16042556592764154
time_based_gain,441,1.9641143372898464
time_based_gain,442,1.0696819585393935
time_based_gain,443,0.7213170828899721
time_based_gain,445,0.17731111715328754
time_based_gain,446,0.2209548412519063
time_based_gain,448,0
time_based_gain,449,0.0
time_based_gain,450,2.7430254196841113
ndcg_10,401,0.08514311764162098
ndcg_10,403,0.46270962158308354
ndcg_10,405,0.09478836436955078
ndcg_10,406,0.1719843689333808
ndcg_10,408,0.0
ndcg_10,411,0.0
ndcg_10,412,0.1635413866202963
ndcg_10,413,0.0
ndcg_10,417,0.07839826897867533
ndcg_10,420,0.6325414799409712
ndcg_10,421,0.0
ndcg_10,424,0.0
ndcg_10,425,0.5964984284535195
ndcg_10,426,0.3282410109263901
ndcg_10,428,0.13905617951077562
ndcg_10,431,0.3882251478215036
ndcg_10,432,0.0
ndcg_10,434,0.0
ndcg_10,436,0.3222722491219547
ndcg_10,438,0.0
ndcg_10,440,0.0
ndcg_10,441,0.5337936505754552
ndcg_10,442,0.25880978898961277
ndcg_10,443,0.08514311764162098
ndcg_10,445,0.0
ndcg_10,446,0.0
ndcg_10,448,0.0
ndcg_10,449,0.0
ndcg_10,450,0.3316936730892071
average_precision,401,0.010526315789473684
average_precision,402,0.03763440860215053
average_precision,403,0.4836078828160276
average_precision,404,0.0
average_precision,405,0.013888888888888888
average_precision,406,0.15049095083237643
average_precision,407,0.034482758620689655
average_precision,408,0.01581527132997721
average_precision,409,0.0
average_precision,410,1.0
average_precision,411,0.0
average_precision,412,0.10261987620730137
average_precision,413,0.0
average_precision,414,0.0
average_precision,415,0.03571428571428571
average_precision,417,0.07228642492218171
average_precision,418,0.0
average_precision,419,0.25
average_precision,420,0.36898806173186977
average_precision,421,0.002
average_precision,422,0.002551020408163265
average_precision,424,0.012267688515126935
average_precision,425,0.2940210418641032
average_precision,426,0.03353638623592672
average_precision,427,0.043478260869565216
average_precision,428,0.041666666666666664
average_precision,429,0.25
average_precision,430,0.14666666666666667
average_precision,431,0.08170329670329671
average_precision,432,0.0
average_precision,433,0.0
average_precision,434,0.027777777777777776
average_precision,435,0.0
average_precision,436,0.026696636696636696
average_precision,438,0.021828406110457863
average_precision,439,0.0
average_precision,440,0.0506532672113658
average_precision,441,0.4907661782661783
average_precision,442,0.014155251141552513
average_precision,443,0.044805194805194806
average_precision,445,0.024999999999999998
average_precision,446,0.0038461538461538464
average_precision,448,0.0
average_precision,449,0.0
average_precision,450,0.2107757279843803
precision_at_10,401,0.1
precision_at_10,402,0.2
precision_at_10,403,0.4
precision_at_10,404,0.0
precision_at_10,405,0.1
precision_at_10,406,0.2
precision_at_10,407,0.1
precision_at_10,408,0.0
precision_at_10,409,0.0
precision_at_10,410,0.4
precision_at_10,411,0.0
precision_at_10,412,0.2
precision_at_10,413,0.0
precision_at_10,414,0.0
precision_at_10,415,0.1
precision_at_10,417,0.1
precision_at_10,418,0.0
precision_at_10,419,0.1
precision_at_10,420,0.5
precision_at_10,421,0.0
precision_at_10,422,0.1
precision_at_10,424,0.0
precision_at_10,425,0.7
precision_at_10,426,0.4
precision_at_10,427,0.1
precision_at_10,428,0.1
precision_at_10,429,0.1
precision_at_10,430,0.2
precision_at_10,431,0.4
precision_at_10,432,0.0
precision_at_10,433,0.0
precision_at_10,434,0.0
precision_at_10,435,0.0
precision_at_10,436,0.3
precision_at_10,438,0.0
precision_at_10,439,0.0
precision_at_10,440,0.0
precision_at_10,441,0.3
precision_at_10,442,0.3
precision_at_10,443,0.1
precision_at_10,445,0.0
precision_at_10,446,0.0
precision_at_10,448,0.0
