measure,query_id,score
average_precision,401,0.037424443099744534
average_precision,402,0.060539829139942276
average_precision,403,0.4878996135069009
average_precision,404,0.004910714285714286
average_precision,405,0.03432030932030932
average_precision,406,0.4447813467239924
average_precision,407,0.19147183166159665
average_precision,408,0.08855078924843617
average_precision,409,0.09090909090909091
average_precision,410,1.0
average_precision,411,0.10670270977378445
average_precision,412,0.35225645628480745
average_precision,413,0.014925373134328358
average_precision,414,0.07575259989053092
average_precision,415,0.25
average_precision,417,0.3615390650197348
average_precision,418,0.11816089045239697
average_precision,419,0.5009894459102903
average_precision,420,0.595145556863155
average_precision,421,0.01499324599534343
average_precision,422,0.3860577024195523
average_precision,424,0.019579775195880403
average_precision,425,0.29099340810362684
average_precision,426,0.024851064317933772
average_precision,427,0.07662750062343039
average_precision,428,0.25401630620318494
average_precision,429,0.30093656343656344
average_precision,430,0.45888888888888896
average_precision,431,0.06811854215193308
average_precision,432,0.005163905009057775
average_precision,433,0.0037667959745881826
average_precision,434,0.17763157894736842
average_precision,435,0.06039999722056744
average_precision,436,0.02931516369974905
average_precision,438,0.09037788219290338
average_precision,439,0.0013136620182527161
average_precision,440,0.5635592519033432
average_precision,441,0.6218253968253968
average_precision,442,0.03254009198010172
average_precision,443,0.15430410880224504
average_precision,445,0.2629952744456561
average_precision,446,0.03541545692592552
average_precision,448,0.020579221503619988
average_precision,449,0.00950168918918919
average_precision,450,0.22918121008434433
time_based_gain,401,0.8427689596742762
time_based_gain,402,1.3054868667516837
time_based_gain,403,3.5687261711120355
time_based_gain,404,5.30570111613791e-05
time_based_gain,405,1.0230065620689437
time_based_gain,406,2.412921811194442
time_based_gain,407,2.566404985519256
time_based_gain,408,2.2222424032221904
time_based_gain,409,0.34637406630540407
time_based_gain,410,1.7447044453979064
time_based_gain,411,1.3690374871730606
time_based_gain,412,5.968946447305849
time_based_gain,413,0.05231310183471444
time_based_gain,414,0.5386138901319695
time_based_gain,415,0.46969156485350727
time_based_gain,417,3.626413990652501
time_based_gain,418,3.520455674983728
time_based_gain,419,0.855375270212634
time_based_gain,420,5.0119873679303515
time_based_gain,421,0.2152986371246475
time_based_gain,422,7.8784715983929265
time_based_gain,424,1.7684691535147605
time_based_gain,425,4.263350973194269
time_based_gain,426,2.039992585131151
time_based_gain,427,1.2315797535844264
time_based_gain,428,0.4696141127202618
time_based_gain,429,0.806784321220519
time_based_gain,430,1.6093032388936368
time_based_gain,431,2.1395421387613163
time_based_gain,432,0.20147863154808554
time_based_gain,433,0.007510962268037741
time_based_gain,434,0.6593696902272416
time_based_gain,435,0.8669804219893046
time_based_gain,436,2.3479875329844404
time_based_gain,438,1.2893687531719
time_based_gain,439,0.0007878867443472617
time_based_gain,440,2.7543300221660405
time_based_gain,441,2.3812333771399508
time_based_gain,442,1.7285531078331584
time_based_gain,443,1.2707191780877205
time_based_gain,445,0.8550867085480462
time_based_gain,446,0.8882877443866946
time_based_gain,448,0.628430906045983
time_based_gain,449,0.29976995470906365
time_based_gain,450,2.977022615115619
ndcg_1000,401,0.30286803211598223
ndcg_1000,402,0.2665817856626495
ndcg_1000,403,0.7330326609248279
