measure,query_id,score
ndcg_1000,401,0.09095404855778297
ndcg_1000,402,0.32250569500437726
ndcg_1000,403,0.5297975497956673
ndcg_1000,404,0.07078768191061996
ndcg_1000,405,0.13838449116357607
ndcg_1000,406,0.4995125328337979
ndcg_1000,407,0.44568466067684104
ndcg_1000,408,0.3121369846208967
ndcg_1000,409,0.15602106502222501
ndcg_1000,410,1.0
ndcg_1000,411,0.40981283687611664
ndcg_1000,412,0.3496290706591555
ndcg_1000,413,0.12777024273520352
ndcg_1000,414,0.3061076005355672
ndcg_1000,415,0.24630238874073
ndcg_1000,417,0.411189101789256
ndcg_1000,418,0.34074416387379464
ndcg_1000,419,0.13472432710570148
ndcg_1000,420,0.6404163337232206
ndcg_1000,421,0.12270956516113883
ndcg_1000,422,0.4532167395858721
ndcg_1000,424,0.16361212191932184
ndcg_1000,425,0.599675629581885
ndcg_1000,426,0.1539236572781393
ndcg_1000,427,0.2407470222795597
ndcg_1000,428,0.25360442778850795
ndcg_1000,429,0.39398054251525366
ndcg_1000,430,0.4319560934784699
ndcg_1000,431,0.3917292180965378
ndcg_1000,432,0.029674665393516906
ndcg_1000,433,0.09189894336865458
ndcg_1000,434,0.2601165868737021
ndcg_1000,435,0.219344511946372
ndcg_1000,436,0.24326769108516602
ndcg_1000,438,0.4388677915109688
ndcg_1000,439,0.0620512044049257
ndcg_1000,440,0.22464052824985253
ndcg_1000,441,0.7332278854563206
ndcg_1000,442,0.11953446534942254
ndcg_1000,443,0.19463628213014428
ndcg_1000,445,0.16757264529471497
ndcg_1000,446,0.16556973102707884
ndcg_1000,448,0.14760082614004602
ndcg_1000,449,0.09819598292823499
ndcg_1000,450,0.5733280183141539
time_based_gain,401,0.0031426120061173266
time_based_gain,402,1.6466950938115505
time_based_gain,403,2.3022392466856894
time_based_gain,404,4.173561698903561e-08
time_based_gain,405,0.3800003951847881
time_based_gain,406,1.8197136025232576
time_based_gain,407,1.6229185542449773
time_based_gain,408,1.5707370695770249
time_based_gain,409,0.017158565232022027
time_based_gain,410,1.7500262341402282
time_based_gain,411,1.5256336454669615
time_based_gain,412,0.861791893174567
time_based_gain,413,4.04206917140617e-05
time_based_gain,414,0.42586915753136984
time_based_gain,415,0.45192484760180107
time_based_gain,417,1.02619134140875
time_based_gain,418,3.7528224667594445
time_based_gain,419,0.21652534646128646
time_based_gain,420,3.448004693576873
time_based_gain,421,3.0012125842063843e-06
time_based_gain,422,2.539807921914955
time_based_gain,424,1.537333143931396
time_based_gain,425,4.427871978581537
time_based_gain,426,2.4777672879220063
time_based_gain,427,1.0351488631040697
time_based_gain,428,0.4201780365149527
time_based_gain,429,0.47535697523730364
time_based_gain,430,1.0360883068975795
time_based_gain,431,2.7797929589638217
time_based_gain,432,9.889426730572372e-10
time_based_gain,433,0.1964261960815892
time_based_gain,434,0.30930912392015053
time_based_gain,435,0.005520151287154589
time_based_gain,436,2.8999840094898914
time_based_gain,438,1.1521454696777464
time_based_gain,439,0.0985898300776289
time_based_gain,440,0.693137898204862
time_based_gain,441,2.0458814662094844
time_based_gain,442,0.7845265756587654
time_based_gain,443,0.27193214143472255
time_based_gain,445,0.14542312955625505
time_based_gain,446,0.27740188605358973
time_based_gain,448,0.06989116629338712
time_based_gain,449,0.22986627707401852
time_based_gain,450,2.4216728639003793
precision_at_10,401,0.0
precision_at_10,402,0.4
precision_at_10,403,0.0
precision_at_10,404,0.0
precision_at_10,405,0.1
precision_at_10,406,0.2
precision_at_10,407,0.2
precision_at_10,408,0.2
precision_at_10,409,0.0
precision_at_10,410,0.4
precision_at_10,411,0.3
precision_at_10,412,0.2
precision_at_10,413,0.0
precision_at_10,414,0.0
precision_at_10,415,0.1
precision_at_10,417,0.0
precision_at_10,418,0.4
precision_at_10,419,0.0
precision_at_10,420,0.5
precision_at_10,421,0.0
precision_at_10,422,0.0
precision_at_10,424,0.2
precision_at_10,425,0.8
precision_at_10,426,0.4
precision_at_10,427,0.2
precision_at_10,428,0.1
precision_at_10,429,0.1
precision_at_10,430,0.1
precision_at_10,431,0.3
precision_at_10,432,0.0
precision_at_10,433,0.0
precision_at_10,434,0.0
precision_at_10,435,0.0
precision_at_10,436,0.6
precision_at_10,438,0.2
precision_at_10,439,0.0
precision_at_10,440,0.1
precision_at_10,441,0.3
precision_at_10,442,0.0
precision_at_10,443,0.0
precision_at_10,445,0.0
precision_at_10,446,0.0
precision_at_10,448,0.0
precision_at_10,449,0.0
precision_at_10,450,0.3
average_precision,401,0.0025136456241181006
average_precision,402,0.11171547732386802
average_precision,403,0.2545855765090025
average_precision,404,0.0012376237623762376
average_precision,405,0.021706189598346456
average_precision,406,0.20449652820643954
average_precision,407,0.10560087073609868
average_precision,408,0.05700515297597596
average_precision,409,0.011904761904761904
average_precision,410,1.0
average_precision,411,0.13359631443384706
average_precision,412,0.06620832458204741
average_precision,413,0.004424778761061947
average_precision,414,0.07178729129948642
average_precision,415,0.125
average_precision,417,0.061090345708035856
average_precision,418,0.13790052320008495
average_precision,419,0.016129540867810294
average_precision,420,0.29697563480375694
average_precision,421,0.0025937635595867027
average_precision,422,0.165323452017407
average_precision,424,0.029233000497760106
average_precision,425,0.35548977389825465
average_precision,426,0.0331105893940697
average_precision,427,0.07884748102139406
average_precision,428,0.06466346153846153
average_precision,429,0.13411612100774914
average_precision,430,0.16021678236511994
