measure,query_id,score
average_precision,401,0.017171236495940552
average_precision,402,0.0819369867443668
average_precision,403,0.2545855765090025
average_precision,404,0.003787878787878788
average_precision,405,0.011082809360368416
average_precision,406,0.24742502433480965
average_precision,407,0.09000456162928128
average_precision,408,0.10652096648519059
average_precision,409,0.07142857142857142
average_precision,410,1.0
average_precision,411,0.12326661104145345
average_precision,412,0.0789856678797604
average_precision,413,0.5
average_precision,414,0.023440060031719816
average_precision,415,0.25
average_precision,417,0.006416557866426485
average_precision,418,0.19280765188385574
average_precision,419,0.06432005494505494
average_precision,420,0.4200238184308153
average_precision,421,0.0058728931155048155
average_precision,422,0.11922778221585854
average_precision,424,0.08584849107750588
average_precision,425,0.35688313344760275
average_precision,426,0.021887007422741012
average_precision,427,0.042436354598650104
average_precision,428,0.013247278187517232
average_precision,429,0.5625
average_precision,430,0.2993650793650794
average_precision,431,0.14430299964323792
average_precision,432,0.00046850803644749294
average_precision,433,0.013247384155455904
average_precision,434,0.06703296703296703
average_precision,435,0.012394473962355308
average_precision,436,0.08390015642188046
average_precision,438,0.043920029455305834
average_precision,439,0.009754909468152034
average_precision,440,0.02760840517784028
average_precision,441,0.6338383838383838
average_precision,442,0.021672267955531815
average_precision,443,0.024727076174803596
average_precision,445,0.018437118437118438
average_precision,446,0.00994548968526441
average_precision,448,0.001286232012808045
average_precision,449,0.002703000882612533
average_precision,450,0.24682531441192712
ndcg_1000,401,0.21110011631853554
ndcg_1000,402,0.4256723418443581
ndcg_1000,403,0.5297975497956673
ndcg_1000,404,0.086906115860109
ndcg_1000,405,0.11432240341074869
ndcg_1000,406,0.6152883034527026
ndcg_1000,407,0.3985491494602669
ndcg_1000,408,0.3710591836421508
ndcg_1000,409,0.2559580248098155
ndcg_1000,410,1.0
ndcg_1000,411,0.3883350436909827
ndcg_1000,412,0.40835672753632885
ndcg_1000,413,0.6309297535714575
ndcg_1000,414,0.22233852993268158
ndcg_1000,415,0.3903800499921017
ndcg_1000,417,0.15596582219811686
ndcg_1000,418,0.4791250687797302
ndcg_1000,419,0.26402964232453974
ndcg_1000,420,0.7894544345306885
ndcg_1000,421,0.12148022831342185
ndcg_1000,422,0.4193009095135082
ndcg_1000,424,0.5063042547341254
ndcg_1000,425,0.7400948389848473
ndcg_1000,426,0.13755309882644093
ndcg_1000,427,0.2230094061342649
ndcg_1000,428,0.17507049870012054
